id,unix_utc,n1,n2,n3,n4,n5,n6,n7,n8,n9,n10,n11,n12,n13,n14,n15,n16,n17,n18,n19,n20,boost,bonus
1336875,1769363400,1,2,3,6,7,14,21,23,28,30,34,37,38,42,51,55,59,61,67,76,3,23
1336876,1769363700,7,24,25,26,27,31,34,39,45,47,48,52,54,56,59,62,64,66,70,74,3,56
1336877,1769364000,4,6,7,9,18,19,25,26,32,40,41,47,52,55,56,57,61,64,74,75,3,18
1336878,1769364300,1,5,13,16,24,25,27,32,34,35,37,39,43,44,57,59,66,68,75,80,4,24
1336879,1769364600,4,5,8,12,13,14,32,35,38,46,49,53,55,57,59,66,68,70,76,80,1,8
1336880,1769364900,2,7,11,23,25,32,33,35,37,38,39,41,43,47,57,63,70,76,77,80,1,57
1336881,1769365200,1,2,4,14,18,23,30,32,37,42,44,46,47,52,57,60,62,63,72,78,1,14
1336882,1769365500,4,11,16,18,22,23,26,30,34,37,42,48,55,57,61,66,67,71,77,78,1,78
1336883,1769365800,2,5,8,10,17,21,24,26,27,30,33,35,47,56,57,58,60,70,71,72,1,70
1336884,1769366100,1,4,5,7,9,14,18,26,27,39,44,50,51,52,57,58,65,73,74,78,2,14
1336885,1769366400,1,3,7,13,15,17,25,26,32,35,37,40,49,58,59,67,70,74,79,80,1,59
1336886,1769366700,1,3,4,12,20,22,25,28,34,35,37,38,39,49,51,56,66,69,74,78,2,69
1336887,1769367000,6,9,13,16,22,28,33,34,35,36,40,51,54,55,59,64,66,70,74,75,2,59
1336888,1769367300,1,2,16,20,21,26,28,29,31,32,33,40,51,53,59,68,69,72,79,80,3,72
1336889,1769367600,5,8,11,14,19,22,24,28,32,41,44,47,48,51,64,67,69,72,77,78,1,19
1336890,1769367900,2,15,18,22,25,26,27,28,29,37,40,48,53,61,63,64,68,72,73,76,2,40
1336891,1769368200,5,11,17,23,28,31,32,34,35,42,45,54,58,60,66,73,76,77,78,79,4,66
1336892,1769368500,5,9,11,12,15,19,25,30,32,33,37,42,48,52,59,62,70,72,75,77,1,62
1336893,1769368800,2,5,7,10,16,19,22,25,26,32,34,36,50,55,65,71,72,73,78,80,10,71
1336894,1769369100,3,6,7,15,19,22,23,25,28,31,32,37,54,58,59,61,63,77,78,80,1,78
1336895,1769369400,1,2,3,8,10,16,18,28,33,39,41,47,50,54,60,64,66,67,69,76,1,16
1336896,1769369700,5,6,8,10,12,14,16,24,33,34,36,40,42,45,51,61,67,69,73,80,3,14
1336897,1769370000,8,10,12,13,19,20,25,28,40,42,44,45,46,47,51,53,67,68,72,78,3,78
1336898,1769370300,11,13,27,32,33,37,44,45,46,49,50,51,52,59,64,69,76,77,79,80,1,79
1336899,1769370600,2,7,19,23,29,30,33,37,40,41,43,44,45,54,55,58,64,66,69,80,1,69
1336900,1769370900,5,12,24,26,28,29,31,35,36,37,40,44,48,58,59,63,64,70,78,79,2,31
1336901,1769371200,2,5,19,20,25,27,30,37,39,41,42,44,46,52,57,62,66,69,75,78,2,78
1336902,1769371500,1,2,4,6,9,11,15,20,27,29,30,31,33,35,38,40,44,60,67,72,3,4
1336903,1769371800,13,17,18,21,22,26,27,28,29,30,31,32,46,47,53,59,61,68,70,72,1,29
1336904,1769372100,3,6,27,30,32,33,38,42,44,45,46,47,51,57,59,68,72,75,79,80,1,44
1336905,1769372400,14,15,17,23,28,33,34,39,42,45,48,49,51,52,53,56,57,72,73,77,1,52
1336906,1769372700,2,3,12,14,15,21,24,25,27,35,37,41,42,49,56,59,61,72,79,80,1,12
1336907,1769373000,2,10,14,17,18,20,21,26,30,40,46,54,57,59,66,68,70,76,78,80,4,17
1336908,1769373300,4,13,14,19,23,24,27,28,37,43,45,49,50,53,54,55,58,62,68,78,1,4
1336909,1769373600,3,6,7,9,10,11,15,19,20,22,27,40,41,42,50,56,60,64,71,73,1,11
1336910,1769373900,2,6,9,13,15,16,20,21,38,47,50,56,58,61,63,66,67,68,75,79,1,47
1336911,1769374200,2,5,9,10,25,28,32,33,36,39,40,41,45,46,50,52,54,56,74,79,5,9
1336912,1769374500,9,13,15,27,35,37,41,45,47,50,54,60,67,68,71,74,75,76,78,79,2,76
1336913,1769374800,2,4,5,8,11,12,13,18,20,31,32,38,39,40,41,48,51,53,54,70,2,5
1336914,1769375100,2,9,11,13,15,16,25,26,30,36,47,50,57,60,64,69,70,75,76,79,4,16
1336915,1769375400,1,2,5,11,15,16,18,24,26,27,29,30,34,40,41,46,60,66,67,73,2,26
1336916,1769375700,2,6,10,11,12,14,19,21,43,48,56,59,62,63,64,74,76,77,78,80,1,12
1336917,1769376000,1,6,10,13,14,16,26,31,38,51,53,55,60,61,63,65,67,70,74,76,1,1
1336918,1769376300,5,6,7,8,13,19,20,25,26,27,31,46,53,57,59,65,69,77,79,80,4,80
1336919,1769376600,3,5,6,8,11,14,16,19,23,27,30,32,35,41,50,53,60,64,66,75,2,66
1336920,1769376900,1,4,6,7,11,12,15,16,21,32,40,42,43,45,46,49,52,71,75,78,1,49
1336921,1769377200,8,13,15,21,26,27,28,30,45,47,50,61,62,65,66,68,72,74,77,80,1,80
1336922,1769377500,4,9,12,14,16,19,28,33,34,35,42,43,48,51,56,61,62,70,72,77,2,9
1336923,1769377800,2,5,6,9,12,13,20,32,38,39,40,41,45,46,52,54,56,60,63,79,4,32
1336924,1769378100,2,4,7,9,11,13,14,15,22,23,28,29,32,45,52,53,54,58,69,73,1,4
1336925,1769378400,17,18,22,26,35,36,37,43,44,45,50,53,61,63,65,67,70,72,77,80,1,63
1336926,1769403900,2,8,13,27,29,30,34,38,41,45,46,49,58,59,63,64,72,76,78,79,3,27
1336927,1769404200,6,11,16,17,18,26,27,33,36,45,47,49,62,63,64,66,70,72,74,80,2,33
1336928,1769404500,4,6,11,12,15,18,21,23,29,31,45,46,48,49,56,59,65,67,69,78,5,15
1336929,1769404800,1,3,10,12,18,21,22,30,35,36,42,44,53,55,60,66,68,70,72,75,1,3
1336930,1769405100,6,7,11,15,18,20,24,33,35,36,38,43,49,56,57,59,61,66,71,78,1,33
1336931,1769405400,14,17,18,20,22,23,24,28,36,38,39,42,47,50,52,59,60,64,73,76,10,52
1336932,1769405700,5,8,13,15,20,23,28,30,34,35,37,42,45,50,51,61,77,78,79,80,2,61
1336933,1769406000,2,5,7,12,17,20,22,23,26,29,35,36,37,38,43,44,49,59,63,79,1,29
1336934,1769406300,6,8,9,10,12,14,15,25,27,37,40,42,43,46,47,50,52,62,69,72,2,72
1336935,1769406600,1,4,9,13,14,16,22,23,39,41,42,48,50,53,58,59,64,73,74,80,2,16
1336936,1769406900,5,14,15,22,25,28,29,33,34,37,38,41,46,48,53,61,62,69,73,75,3,61
1336937,1769407200,1,6,18,23,25,28,36,38,39,43,46,48,61,62,63,64,67,68,72,75,3,28
1336938,1769407500,4,5,7,9,10,15,17,27,28,33,39,50,55,56,58,59,61,64,73,74,1,55
1336939,1769407800,2,4,8,12,19,22,25,28,31,36,40,46,52,54,56,61,67,70,71,74,1,4
1336940,1769408100,1,3,9,12,13,19,22,25,28,43,47,55,59,67,72,73,74,76,79,80,1,22
1336941,1769408400,4,6,9,12,18,21,22,26,28,34,40,46,47,49,52,57,62,66,68,72,1,34
1336942,1769408700,7,11,13,17,26,28,30,34,35,44,48,49,55,56,60,68,73,76,77,80,5,26
1336943,1769409000,8,20,22,23,30,32,33,34,40,41,45,48,55,56,61,64,68,69,70,73,1,69
1336944,1769409300,5,7,14,16,17,21,24,29,36,37,41,42,44,47,49,51,63,68,71,73,1,68
1336945,1769409600,2,4,7,17,22,26,36,39,43,46,47,50,52,55,62,63,68,70,79,80,3,39
1336946,1769409900,4,8,12,13,17,19,20,21,27,28,34,35,45,46,48,59,63,64,71,72,1,4
1336947,1769410200,2,6,9,22,23,26,27,32,34,35,44,54,56,61,69,72,74,75,77,79,1,9
1336948,1769410500,1,8,10,18,25,27,32,33,36,37,39,42,46,53,54,56,62,64,66,71,3,32
1336949,1769410800,2,4,5,7,12,23,26,30,31,33,42,45,46,47,51,58,62,63,66,73,1,12
1336950,1769411100,2,3,12,21,29,30,33,34,38,40,41,43,46,48,49,50,57,69,78,80,2,34
1336951,1769411400,3,7,11,12,13,17,18,25,29,32,38,41,42,50,53,54,56,58,64,77,1,42
1336952,1769411700,4,8,16,18,21,22,27,31,33,43,46,48,49,51,54,60,63,68,74,79,1,8
1336953,1769412000,4,9,10,16,21,23,25,29,37,41,43,52,58,61,68,70,71,75,78,80,1,16
1336954,1769412300,4,7,15,18,25,26,32,36,37,43,46,49,52,54,57,58,66,71,75,80,4,15
1336955,1769412600,4,5,12,21,29,30,35,39,46,48,49,50,53,54,55,59,60,65,78,80,2,65
1336956,1769412900,2,7,9,11,12,20,23,25,27,32,33,35,39,41,45,46,49,57,59,72,4,39
1336957,1769413200,1,3,9,15,20,31,34,35,36,39,50,56,57,59,62,69,71,74,79,80,10,39
1336958,1769413500,3,7,9,19,30,38,47,49,51,53,54,57,58,66,69,70,73,75,78,79,1,19
1336959,1769413800,9,11,12,16,17,21,22,23,35,37,39,40,42,45,48,50,53,58,62,75,1,62
1336960,1769414100,1,3,9,15,23,27,33,34,41,45,52,53,56,58,61,63,67,71,72,79,1,34
1336961,1769414400,5,7,12,16,22,23,24,28,29,30,33,37,51,52,67,71,72,74,77,80,1,28
1336962,1769414700,4,8,11,12,14,15,16,17,19,26,36,37,38,39,45,51,56,65,74,75,1,16
1336963,1769415000,2,6,8,10,13,14,16,19,20,25,27,33,36,37,38,50,60,69,71,80,1,13
1336964,1769415300,11,12,15,16,18,21,26,36,42,43,44,45,51,60,67,72,73,74,75,79,2,75
1336965,1769415600,2,9,10,26,27,34,39,42,46,48,49,54,57,61,68,70,71,72,73,77,2,61
1336966,1769415900,1,3,4,8,11,12,17,20,23,28,29,37,42,43,47,68,71,74,77,79,1,42
1336967,1769416200,2,6,8,14,28,30,32,34,36,40,41,45,49,51,56,66,71,72,73,75,1,45
1336968,1769416500,2,6,9,15,23,29,31,36,40,42,43,46,49,51,52,61,63,64,67,69,1,42
1336969,1769416800,4,9,12,26,28,30,32,34,38,40,43,45,46,51,53,55,59,60,68,70,2,38
1336970,1769417100,1,2,4,13,14,17,18,34,39,40,41,43,49,55,57,62,63,66,72,76,2,49
1336971,1769417400,4,5,6,7,17,18,20,33,51,57,59,61,63,67,68,70,72,76,78,79,1,67
1336972,1769417700,9,12,14,15,17,22,23,24,30,32,42,46,47,48,59,60,66,67,68,74,3,59
1336973,1769418000,1,5,7,8,10,15,18,19,25,30,31,35,38,40,48,51,64,71,77,80,2,5
1336974,1769418300,5,13,17,24,25,26,32,33,36,40,41,44,47,48,55,59,60,62,76,80,1,76
1336975,1769418600,2,7,10,11,26,29,32,38,42,43,45,52,55,57,60,62,67,72,73,76,2,60
1336976,1769418900,4,12,16,20,27,28,34,40,42,43,50,51,54,57,58,62,64,65,73,78,1,40
1336977,1769419200,2,6,7,10,14,18,20,25,28,29,39,41,46,61,62,65,66,67,68,77,2,61
1336978,1769419500,3,6,7,9,12,14,19,22,26,28,29,44,48,50,57,58,62,65,66,73,1,65
1336979,1769419800,7,8,9,10,17,22,37,43,47,49,50,51,52,55,56,63,67,71,76,80,4,51
1336980,1769420100,3,6,7,9,12,14,17,27,32,35,48,52,53,56,59,60,65,69,74,80,1,59
1336981,1769420400,6,7,11,12,15,16,18,19,22,29,30,42,43,52,55,56,57,72,73,76,3,43
1336982,1769420700,2,10,16,18,23,31,33,34,44,52,55,58,59,65,66,68,70,73,77,78,1,58
1336983,1769421000,1,9,10,14,17,18,23,25,27,33,35,44,45,48,49,51,70,73,74,78,1,74
1336984,1769421300,1,8,13,15,20,21,24,25,27,31,36,41,42,43,56,61,64,72,77,78,2,64
1336985,1769421600,3,6,8,10,13,14,18,21,30,36,40,45,48,49,52,55,57,58,71,74,1,6
1336986,1769421900,6,8,10,12,14,16,19,22,28,32,33,45,46,47,48,54,56,62,70,76,1,47
1336987,1769422200,4,10,14,16,22,23,26,37,40,43,44,48,51,53,59,60,63,65,75,79,1,4
1336988,1769422500,1,3,5,12,14,18,20,22,33,35,44,46,48,54,57,58,59,67,74,79,1,22
1336989,1769422800,1,2,9,14,15,23,37,38,40,43,45,49,52,54,62,64,70,74,79,80,2,52
1336990,1769423100,5,6,9,13,15,24,25,32,34,36,39,41,52,54,56,61,65,67,79,80,2,67
1336991,1769423400,1,2,6,23,27,30,36,39,41,51,56,57,59,60,65,67,75,77,78,80,1,75
1336992,1769423700,4,6,14,16,17,22,32,34,36,42,53,57,59,63,64,66,67,77,78,80,1,14
1336993,1769424000,3,12,15,16,23,26,30,37,47,53,57,58,64,66,68,70,72,73,75,80,2,58
1336994,1769424300,1,3,11,12,15,27,36,38,40,55,57,58,59,61,64,65,66,67,72,80,2,58
1336995,1769424600,2,6,10,19,29,36,38,40,45,48,50,54,64,65,68,69,72,73,76,78,1,54
1336996,1769424900,4,6,12,16,20,26,32,35,43,47,50,51,56,61,62,68,73,75,77,79,1,68
1336997,1769425200,1,3,11,19,30,34,40,43,44,49,56,57,59,65,67,68,73,74,76,80,1,59
1336998,1769425500,2,5,9,21,22,23,29,34,40,42,44,46,50,60,61,73,74,75,76,77,1,22
1336999,1769425800,3,6,12,18,19,20,23,30,35,38,41,47,50,52,56,57,61,66,68,75,1,50
1337000,1769426100,9,12,15,20,24,32,36,38,44,47,50,51,53,54,60,61,64,75,76,79,1,79
1337001,1769426400,5,8,12,16,22,26,30,31,40,42,43,46,52,57,60,61,65,66,69,77,1,12
1337002,1769426700,4,7,17,20,21,22,27,28,38,39,46,47,49,53,54,55,65,67,71,74,1,46
1337003,1769427000,2,7,11,19,20,21,26,31,36,40,41,44,48,51,54,58,59,77,79,80,3,79
1337004,1769427300,2,4,5,7,9,11,20,39,41,46,53,57,60,61,68,69,70,77,78,80,5,41
1337005,1769427600,6,8,21,25,27,30,33,34,36,44,46,48,53,54,56,63,64,66,73,79,1,8
1337006,1769427900,2,7,15,25,26,27,29,30,32,35,37,38,42,45,50,51,52,53,62,75,1,38
1337007,1769428200,4,8,13,17,24,28,31,35,38,48,49,53,57,63,66,69,71,75,77,78,2,35
1337008,1769428500,3,4,9,14,16,17,19,21,36,45,52,55,61,65,66,68,71,72,74,77,2,17
1337009,1769428800,3,7,12,22,23,26,27,32,34,38,42,43,52,55,59,62,68,71,74,79,1,32
1337010,1769429100,3,9,10,14,15,16,17,18,26,33,35,38,41,46,49,57,65,67,73,78,1,67
1337011,1769429400,9,11,17,28,29,37,41,44,51,52,55,57,61,62,69,70,72,73,75,76,3,75
1337012,1769429700,2,4,6,9,14,21,28,30,32,37,40,41,46,49,52,57,64,67,70,71,1,32
1337013,1769430000,1,5,6,11,14,15,17,24,28,29,33,35,39,47,51,66,69,71,72,79,1,5
1337014,1769430300,3,8,16,17,20,25,28,33,35,36,37,40,44,49,52,57,60,64,69,74,2,52
1337015,1769430600,13,14,18,19,23,24,33,36,37,38,39,45,50,54,56,58,61,70,71,80,1,18
1337016,1769430900,5,7,11,14,15,27,28,31,34,43,51,52,60,61,62,65,67,75,76,77,3,60
1337017,1769431200,7,11,12,18,19,21,28,33,34,36,38,43,45,57,58,60,61,62,64,68,4,62
1337018,1769431500,1,3,4,10,14,18,21,22,28,35,36,38,44,45,50,59,60,63,64,73,1,63
1337019,1769431800,1,3,4,13,14,15,16,17,41,42,50,51,52,54,59,61,70,71,75,78,2,78
1337020,1769432100,2,4,11,15,18,32,33,35,44,49,51,53,54,61,68,69,71,73,74,80,1,33
1337021,1769432400,5,7,10,11,16,20,21,25,27,30,31,34,38,41,48,52,56,57,66,67,1,16
1337022,1769432700,5,8,12,14,17,24,25,26,28,30,34,35,38,45,58,60,65,71,76,79,1,14
1337023,1769433000,6,12,13,14,18,19,20,35,39,43,47,48,50,55,60,62,63,69,73,77,3,18
1337024,1769433300,2,4,5,7,8,11,16,27,32,40,42,44,47,59,63,66,67,73,74,78,1,74
1337025,1769433600,9,12,14,24,31,32,33,36,38,41,45,49,60,62,63,64,72,73,79,80,2,32
1337026,1769433900,25,32,34,38,40,46,49,53,54,55,57,58,59,62,63,64,65,69,75,79,3,57
1337027,1769434200,5,6,8,14,26,30,31,35,37,38,40,41,43,46,47,54,55,56,61,68,1,40
1337028,1769434500,3,9,10,12,20,22,23,25,26,28,29,34,42,43,44,46,48,52,67,71,4,48
1337029,1769434800,9,10,14,16,19,20,23,25,26,27,30,34,35,38,39,52,54,55,71,75,3,75
1337030,1769435100,4,5,11,17,32,35,39,45,47,49,67,68,69,70,72,73,75,77,78,80,1,5
1337031,1769435400,7,8,13,19,20,33,34,39,41,44,47,52,53,62,69,72,74,76,79,80,1,62
1337032,1769435700,3,6,12,14,15,18,19,23,24,29,35,37,38,41,43,50,52,57,73,76,1,52
1337033,1769436000,1,5,6,11,16,20,28,34,39,42,44,45,61,62,65,66,69,71,74,75,1,45
1337034,1769436300,14,18,21,23,25,32,36,45,46,47,51,53,56,57,59,70,72,75,77,80,3,46
1337035,1769436600,1,6,15,18,27,29,30,32,39,42,45,52,54,58,68,71,72,77,78,80,2,15
1337036,1769436900,10,25,26,28,31,33,34,39,41,50,51,56,58,63,65,70,71,76,77,80,1,65
1337037,1769437200,2,10,13,21,26,27,28,30,33,44,48,50,53,55,56,57,59,65,74,78,3,44
1337038,1769437500,6,8,12,16,21,24,27,29,30,31,38,41,43,44,47,49,50,57,63,71,2,21
1337039,1769437800,1,3,5,10,11,12,23,26,29,33,34,39,41,44,45,58,61,72,74,76,1,39
1337040,1769438100,4,6,7,10,14,21,22,26,29,37,42,43,45,54,58,60,63,70,72,80,1,37
1337041,1769438400,1,2,6,9,16,19,22,25,32,40,43,44,51,55,57,62,69,70,73,75,1,62
1337042,1769438700,4,9,12,15,16,17,24,26,34,37,39,41,46,47,54,57,58,67,70,78,1,37
1337043,1769439000,4,5,7,11,12,19,21,25,30,31,33,34,38,53,57,63,74,76,78,80,1,12
1337044,1769439300,5,8,10,13,16,17,18,19,20,22,24,40,41,50,52,55,58,60,61,71,2,5
1337045,1769439600,8,9,12,14,17,21,24,30,45,47,50,59,63,64,65,68,69,70,79,80,2,69
1337046,1769439900,4,9,10,13,16,17,20,23,24,27,31,36,44,56,61,64,67,68,75,77,3,56
1337047,1769440200,6,7,8,12,21,22,24,26,36,37,38,41,43,47,57,64,66,70,77,80,1,80
1337048,1769440500,5,6,8,10,15,28,37,38,41,47,50,51,60,61,63,67,71,72,76,80,1,38
1337049,1769440800,3,5,6,8,10,11,20,21,24,29,31,32,42,44,47,48,59,71,74,76,1,21
1337050,1769441100,5,6,7,8,14,15,16,19,22,26,35,45,48,50,51,60,61,62,74,77,2,8
1337051,1769441400,3,4,9,11,13,19,23,26,28,29,32,42,43,48,49,54,56,58,77,78,1,26
1337052,1769441700,1,4,12,14,16,24,25,26,37,39,43,45,47,52,53,57,59,65,69,72,1,24
1337053,1769442000,3,4,6,12,13,15,21,33,36,38,43,50,54,55,60,61,64,77,79,80,3,12
1337054,1769442300,1,5,10,13,20,21,29,31,33,43,45,57,64,65,68,69,71,72,73,74,1,13
1337055,1769442600,2,12,20,26,27,28,29,34,35,36,38,40,41,47,53,58,59,63,72,80,1,29
1337056,1769442900,5,11,13,15,21,29,34,40,44,50,51,53,54,56,57,58,59,68,69,79,1,44
1337057,1769443200,1,7,9,10,14,29,35,38,39,43,46,52,56,58,59,63,64,67,72,74,3,38
1337058,1769443500,4,5,13,22,23,28,29,38,47,50,53,58,61,62,63,66,68,71,77,79,1,53
1337059,1769443800,5,7,10,17,21,22,23,24,25,32,38,43,53,55,58,59,61,71,74,79,1,59
1337060,1769444100,5,8,10,18,27,32,33,42,44,45,53,56,59,60,61,68,69,71,72,76,2,33
1337061,1769444400,2,5,7,11,17,18,25,29,31,35,37,39,44,47,48,49,51,60,70,79,2,51
1337062,1769444700,2,3,8,12,13,19,25,32,33,35,39,40,42,44,45,61,68,70,73,77,1,19
1337063,1769445000,6,9,10,11,16,18,19,21,23,36,39,44,50,51,53,60,62,73,78,79,1,18
1337064,1769445300,8,10,14,15,18,29,30,31,32,34,37,43,46,54,62,63,68,70,78,80,1,63
1337065,1769445600,6,10,15,19,22,23,26,28,30,32,35,36,38,43,44,49,61,63,65,73,2,35
1337066,1769445900,3,4,9,12,27,28,31,34,46,47,52,56,59,60,63,66,67,68,69,72,2,52
1337067,1769446200,2,3,11,12,13,25,31,33,37,39,40,46,52,55,60,62,63,69,75,80,2,39
1337068,1769446500,1,3,11,16,20,27,32,37,43,50,56,58,60,64,66,67,71,74,79,80,1,58
1337069,1769446800,5,6,18,20,21,22,23,27,28,31,38,41,42,51,52,63,65,66,68,79,5,22
1337070,1769447100,3,8,13,18,19,24,35,37,39,41,51,53,54,60,61,65,68,71,76,78,1,13
1337071,1769447400,2,4,5,12,14,15,26,28,30,35,41,45,48,49,50,56,60,69,73,78,1,49
1337072,1769447700,1,6,8,10,13,17,18,22,32,38,40,42,44,47,48,55,63,67,73,74,1,73
1337073,1769448000,2,7,10,12,13,14,20,23,32,33,40,45,50,51,56,57,64,68,69,76,1,64
1337074,1769448300,1,4,13,16,22,24,29,32,33,42,43,44,53,55,56,60,66,67,73,80,3,16
1337075,1769448600,4,6,8,9,20,21,22,37,40,44,49,52,57,65,66,73,74,76,77,79,2,37
1337076,1769448900,2,3,5,8,11,14,17,21,26,27,36,37,46,47,49,59,60,63,66,78,2,46
1337077,1769449200,8,12,15,17,18,25,26,33,36,38,39,40,42,46,48,52,56,59,69,74,2,26
1337078,1769449500,1,6,8,17,23,30,39,42,49,51,54,55,56,63,67,70,71,73,78,80,1,49
1337079,1769449800,3,5,7,12,19,20,24,27,33,37,41,47,55,56,69,72,74,75,76,79,1,37
1337080,1769450100,2,5,9,14,18,20,27,28,32,39,44,51,52,62,66,70,71,72,73,77,1,2
1337081,1769450400,5,7,11,13,27,30,32,35,41,44,46,49,50,53,54,59,64,67,68,73,1,50
1337082,1769450700,3,7,14,17,21,26,28,30,34,37,40,42,49,52,59,66,68,69,74,76,1,42
1337083,1769451000,6,11,19,24,43,47,48,51,54,55,57,60,62,64,65,67,69,70,73,74,1,64
1337084,1769451300,5,7,8,9,15,19,27,32,34,35,41,44,45,46,47,48,51,58,66,70,1,46
1337085,1769451600,3,8,13,15,16,22,24,40,42,43,51,54,64,66,68,70,72,75,76,78,2,68
1337086,1769451900,3,5,13,16,34,36,37,39,41,43,46,50,53,56,58,73,75,77,79,80,2,5
1337087,1769452200,4,10,23,27,28,30,42,45,48,49,51,52,54,68,70,71,72,75,78,80,2,4
1337088,1769452500,8,9,15,16,19,27,35,41,42,47,50,51,56,57,59,63,65,68,70,80,1,9
1337089,1769452800,1,14,15,17,20,23,24,28,29,33,34,37,38,49,57,58,65,66,67,80,3,17
1337090,1769453100,2,3,11,12,13,14,15,18,31,33,34,36,37,38,45,54,57,62,64,72,1,62
1337091,1769453400,2,4,12,15,19,20,21,28,30,36,38,45,47,58,61,69,74,76,77,79,1,12
1337092,1769453700,1,2,9,11,13,18,19,20,35,38,42,45,47,49,51,61,62,68,73,77,3,61
1337093,1769454000,3,7,10,16,20,23,24,25,34,41,44,48,50,52,53,55,57,59,75,78,1,3
1337094,1769454300,2,4,10,13,20,28,32,41,45,46,47,48,49,54,62,64,67,78,79,80,4,48
1337095,1769454600,3,4,5,7,8,15,17,18,20,21,23,26,28,35,39,54,60,66,77,80,1,77
1337096,1769454900,1,5,12,13,17,28,29,31,32,33,42,50,54,55,57,59,64,68,72,79,10,13
1337097,1769455200,2,3,5,7,9,12,13,16,22,42,45,47,50,53,54,55,58,64,71,78,1,12
1337098,1769455500,5,7,10,15,20,25,26,28,32,38,44,50,56,59,64,68,71,75,76,80,1,50
1337099,1769455800,14,27,28,30,31,32,34,48,51,55,56,57,62,63,70,72,75,76,77,80,2,34
1337100,1769456100,7,9,20,23,25,28,38,43,51,53,54,55,56,62,69,73,75,76,78,80,1,23
1337101,1769456400,1,8,9,13,15,16,20,30,31,35,42,43,48,50,51,61,66,69,74,80,2,13
1337102,1769456700,2,3,5,20,22,26,27,35,37,47,49,56,58,59,60,63,65,70,76,80,1,35
1337103,1769457000,6,10,17,18,21,24,26,29,35,42,45,48,49,50,55,56,57,58,65,70,1,26
1337104,1769457300,4,11,12,22,23,24,38,40,41,43,46,48,53,59,60,67,71,74,75,80,3,46
1337105,1769457600,4,8,9,10,16,17,18,19,21,25,40,43,46,47,48,50,51,53,68,75,10,4
1337106,1769457900,13,15,16,21,23,34,36,38,39,44,45,46,48,49,59,61,63,64,67,76,1,61
1337107,1769458200,2,5,8,14,17,19,21,23,24,25,31,50,52,55,56,57,71,74,75,80,3,24
1337108,1769458500,4,5,9,14,15,16,18,23,28,35,37,43,52,58,60,66,69,71,73,78,1,66
1337109,1769458800,5,10,23,29,30,32,33,35,38,44,46,47,55,61,62,63,64,66,72,79,1,62
1337110,1769459100,2,6,10,15,20,27,32,36,39,44,47,52,56,57,58,59,61,63,76,78,1,20
1337111,1769459400,1,7,14,22,27,39,41,43,46,48,50,60,62,64,65,69,73,74,77,79,2,48
1337112,1769459700,1,2,10,19,23,24,25,36,39,45,46,48,51,58,61,70,71,73,74,77,2,45
1337113,1769460000,2,13,15,19,24,27,31,37,39,40,41,45,52,55,56,58,59,62,74,78,3,58
1337114,1769460300,1,7,8,12,21,26,31,39,40,52,53,54,60,61,62,64,75,77,78,79,3,78
1337115,1769460600,8,10,12,13,14,17,20,24,28,30,32,35,38,48,57,60,68,73,75,76,1,57
1337116,1769460900,4,8,9,11,15,17,21,23,29,33,35,47,56,57,58,65,71,75,76,77,1,17
1337117,1769461200,2,12,14,17,20,31,32,39,50,51,52,60,66,68,70,72,73,75,77,78,1,31
1337118,1769461500,1,4,5,13,24,25,37,38,43,46,47,48,51,54,57,65,71,73,75,76,2,43
1337119,1769461800,1,2,7,10,16,19,20,23,25,28,32,34,37,40,41,43,46,50,62,75,2,7
1337120,1769462100,8,9,13,16,19,20,21,25,28,35,38,47,51,53,55,60,62,64,76,79,1,53
1337121,1769462400,6,7,8,9,10,13,16,24,30,40,45,48,53,54,61,64,65,72,75,79,3,53
1337122,1769462700,3,12,14,19,21,23,28,29,34,36,37,40,50,59,61,65,69,73,77,80,1,36
1337123,1769463000,4,9,13,14,16,21,25,26,30,31,35,37,41,46,52,60,62,72,76,77,3,37
1337124,1769463300,5,6,7,14,21,25,28,29,54,57,58,62,64,65,66,67,68,69,71,74,1,68
1337125,1769463600,11,16,22,32,37,44,46,47,49,51,54,59,61,64,65,68,75,76,78,80,2,68
1337126,1769463900,7,8,10,14,15,23,30,31,34,36,43,45,48,49,59,60,65,74,76,80,1,59
1337127,1769464200,2,7,9,10,21,25,27,29,30,32,36,37,41,52,53,55,56,60,70,72,1,72
1337128,1769464500,2,3,8,11,18,20,29,37,43,46,49,51,52,54,66,67,68,69,73,74,2,11
1337129,1769464800,3,9,13,14,25,27,32,34,36,37,41,45,49,54,55,58,60,61,66,68,1,13
1337130,1769490300,5,9,13,15,18,20,21,23,24,27,34,35,42,47,54,63,66,68,76,78,2,21
1337131,1769490600,2,3,7,17,20,32,35,38,41,43,46,48,50,60,64,68,74,75,76,79,1,3
1337132,1769490900,2,3,6,10,11,16,18,26,30,33,37,45,46,51,53,64,66,69,79,80,1,51
1337133,1769491200,2,5,14,16,18,21,26,33,37,41,42,43,46,47,53,64,66,69,75,79,1,33
1337134,1769491500,5,6,8,16,17,18,23,28,38,40,41,44,56,59,61,66,67,70,74,78,3,70
1337135,1769491800,1,3,8,9,13,22,24,33,35,39,44,50,52,53,55,60,61,68,69,76,5,52
1337136,1769492100,3,6,12,15,32,36,39,44,45,46,47,49,52,56,59,62,63,64,66,68,1,66
